contract_id,contract_name,measure_id,measure_name,score,weight,domain
H2422 ,"HEALTHPARTNERS, INC. ",C19,Getting Needed Care,2.0,1.5,Part C
H2486 ,"HUMANA MEDICAL PLAN OF UTAH, INC. ",C19,Getting Needed Care,4.0,1.5,Part C
H2577 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C19,Getting Needed Care,3.0,1.5,Part C
H2737 ,"HEALTH NEW ENGLAND, INC. ",C19,Getting Needed Care,2.0,1.5,Part C
H2765 ,"SUMMIT HEALTH PLAN, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H2944 ,HUMANA INSURANCE COMPANY ,C19,Getting Needed Care,5.0,1.5,Part C
H2960 ,"HOMETOWN HEALTH PLAN, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H3113 ,"OXFORD HEALTH PLANS (NJ), INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H3152 ,AETNA HEALTH INC. (NJ) ,C19,Getting Needed Care,3.0,1.5,Part C
H3192 ,AETNA HEALTH OF MICHIGAN INC. ,C19,Getting Needed Care,4.0,1.5,Part C
H3288 ,AETNA HEALTH AND LIFE INSURANCE COMPANY ,C19,Getting Needed Care,4.0,1.5,Part C
H3312 ,AETNA HEALTH INC. (NY) ,C19,Getting Needed Care,4.0,1.5,Part C
H3347 ,"ELDERPLAN, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H3387 ,"UNITEDHEALTHCARE OF NEW YORK, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H3443 ,"ALIGNMENT HEALTH PLAN OF ARIZONA, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H3447 ,"HEALTHKEEPERS, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H3528 ,"CONNECTICARE, INC. ",C19,Getting Needed Care,4.0,1.5,Part C
H3536 ,"MATTHEW THORNTON HEALTH PLAN, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H3554 ,USABLE PPO INSURANCE COMPANY ,C19,Getting Needed Care,4.0,1.5,Part C
H3655 ,COMMUNITY INSURANCE COMPANY ,C19,Getting Needed Care,4.0,1.5,Part C
H3748 ,"AETNA BETTER HEALTH OF WASHINGTON, INC. ",C19,Getting Needed Care,2.0,1.5,Part C
H3749 ,"UNITEDHEALTHCARE OF WISCONSIN, INC. ",C19,Getting Needed Care,4.0,1.5,Part C
H3810 ,"ALLCARE HEALTH PLAN, INC. ",C19,Getting Needed Care,2.0,1.5,Part C
H3817 ,REGENCE BLUECROSS BLUESHIELD OF OREGON ,C19,Getting Needed Care,2.0,1.5,Part C
H3864 ,PACIFICSOURCE COMMUNITY HEALTH PLANS ,C19,Getting Needed Care,3.0,1.5,Part C
H3949 ,"BRAVO HEALTH PENNSYLVANIA, INC. ",C19,Getting Needed Care,4.0,1.5,Part C
H3975 ,"WELLCARE HEALTH INSURANCE COMPANY OF KENTUCKY, INC ",C19,Getting Needed Care,5.0,1.5,Part C
H4140 ,"DOCTORS HEALTHCARE PLANS, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H4213 ,USABLE MUTUAL INSURANCE COMPANY ,C19,Getting Needed Care,5.0,1.5,Part C
H4227 ,"VISTA HEALTH PLAN, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H5140 ,"BLUE CROSS AND BLUE SHIELD ARIZONA, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H5141 ,CLOVER INSURANCE COMPANY ,C19,Getting Needed Care,3.0,1.5,Part C
H4754 ,PACIFICSOURCE COMMUNITY HEALTH PLANS ,C19,Getting Needed Care,4.0,1.5,Part C
H4931 ,BANNER - UNIVERSITY CARE ADVANTAGE ,C19,Getting Needed Care,3.0,1.5,Part C
H4937 ,CALIFORNIA PHYSICIANS' SERVICE ,C19,Getting Needed Care,3.0,1.5,Part C
H5008 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C19,Getting Needed Care,2.0,1.5,Part C
H5050 ,KAISER FOUNDATION HEALTH PLAN OF WASHINGTON ,C19,Getting Needed Care,1.0,1.5,Part C
H5398 ,CENTENE VENTURE COMPANY KANSAS ,C19,Getting Needed Care,4.0,1.5,Part C
H5422 ,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA ,C19,Getting Needed Care,4.0,1.5,Part C
H5434 ,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC. ",C19,Getting Needed Care,4.0,1.5,Part C
H5496 ,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC. ",C19,Getting Needed Care,1.0,1.5,Part C
H5549 ,VNS CHOICE ,C19,Getting Needed Care,3.0,1.5,Part C
H5580 ,MERCY CARE ,C19,Getting Needed Care,3.0,1.5,Part C
H5587 ,"HEALTH CHOICE ARIZONA, INC. ",C19,Getting Needed Care,2.0,1.5,Part C
H5608 ,"DENVER HEALTH MEDICAL PLAN, INC. ",C19,Getting Needed Care,1.0,1.5,Part C
H5649 ,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC. ",C19,Getting Needed Care,1.0,1.5,Part C
H5826 ,COMMUNITY HEALTH PLAN OF WASHINGTON ,C19,Getting Needed Care,2.0,1.5,Part C
H5828 ,"AMERIGROUP TENNESSEE, INC. ",C19,Getting Needed Care,5.0,1.5,Part C
H5843 ,"BANNER HEALTH PLAN, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H5859 ,"HEALTH PLAN OF CAREOREGON, INC. ",C19,Getting Needed Care,2.0,1.5,Part C
H5928 ,California Physicians' Service ,C19,Getting Needed Care,2.0,1.5,Part C
H5937 ,UCARE MINNESOTA ,C19,Getting Needed Care,3.0,1.5,Part C
H5945 ,PROMINENCE HEALTHFIRST ,C19,Getting Needed Care,3.0,1.5,Part C
H5970 ,HUMANA INSURANCE COMPANY OF NEW YORK ,C19,Getting Needed Care,3.0,1.5,Part C
H5989 ,"HEALTHFIRST HEALTH PLAN, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H6158 ,"USABLE HMO, INC. ",C19,Getting Needed Care,4.0,1.5,Part C
H6237 ,REGENCE BLUECROSS BLUESHIELD OF OREGON ,C19,Getting Needed Care,2.0,1.5,Part C
H6328 ,"CARE N' CARE INSURANCE COMPANY, INC. ",C19,Getting Needed Care,5.0,1.5,Part C
H7245 ,PREMERA BLUE CROSS ,C19,Getting Needed Care,2.0,1.5,Part C
H6750 ,"HARVARD PILGRIM HEALTH CARE OF NEW ENGLAND, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H6898 ,"VERMONT BLUE ADVANTAGE, INC. ",C19,Getting Needed Care,2.0,1.5,Part C
H6910 ,"MOUNT CARMEL HEALTH PLAN OF IDAHO, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H7123 ,"UPMC HEALTH COVERAGE, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H7151 ,"DEVOTED HEALTH PLAN OF ILLINOIS, INC. ",C19,Getting Needed Care,1.0,1.5,Part C
H7326 ,"WELLCARE OF SOUTH CAROLINA, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H7379 ,"CAREFIRST ADVANTAGE PPO, INC. ",C19,Getting Needed Care,5.0,1.5,Part C
H7404 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C19,Getting Needed Care,3.0,1.5,Part C
H7464 ,"UNITEDHEALTHCARE OF THE MID-ATLANTIC, INC. ",C19,Getting Needed Care,2.0,1.5,Part C
H7621 ,"HUMANA HEALTH PLAN OF CALIFORNIA, INC. ",C19,Getting Needed Care,2.0,1.5,Part C
R3332 ,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC. ",C19,Getting Needed Care,5.0,1.5,Part C
H7925 ,"CENTENE VENTURE COMPANY INDIANA, INC. ",C19,Getting Needed Care,4.0,1.5,Part C
R3444 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C19,Getting Needed Care,5.0,1.5,Part C
R4182 ,HUMANA INSURANCE COMPANY ,C19,Getting Needed Care,4.0,1.5,Part C
H8133 ,GHS INSURANCE COMPANY ,C19,Getting Needed Care,3.0,1.5,Part C
H8176 ,"MOLINA HEALTHCARE OF SOUTH CAROLINA,INC ",C19,Getting Needed Care,5.0,1.5,Part C
H8189 ,MANAGED HEALTH SERVICES INSURANCE CORP. ,C19,Getting Needed Care,4.0,1.5,Part C
H8211 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C19,Getting Needed Care,5.0,1.5,Part C
H8298 ,"HORIZON HEALTHCARE OF NEW JERSEY, INC. ",C19,Getting Needed Care,2.0,1.5,Part C
H8554 ,GHS INSURANCE COMPANY ,C19,Getting Needed Care,3.0,1.5,Part C
H8578 ,"HEALTH NEW ENGLAND, INC. ",C19,Getting Needed Care,2.0,1.5,Part C
H8649 ,AETNA HEALTH OF UTAH INC ,C19,Getting Needed Care,4.0,1.5,Part C
H8764 ,ASPIRE HEALTH PLAN ,C19,Getting Needed Care,2.0,1.5,Part C
H8908 ,"HUMANA MEDICAL PLAN OF MICHIGAN, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H8854 ,"CareFirst Advantage DSNP, Inc. ",C19,Getting Needed Care,4.0,1.5,Part C
H9003 ,KAISER FOUNDATION HP OF THE N W ,C19,Getting Needed Care,1.0,1.5,Part C
H9047 ,PROVIDENCE HEALTH ASSURANCE ,C19,Getting Needed Care,2.0,1.5,Part C
H9065 ,"AMH HEALTH, LLC ",C19,Getting Needed Care,3.0,1.5,Part C
H9207 ,"HEALTH PARTNERS PLANS, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H9219 ,"AMH HEALTH PLANS OF MAINE, INC. ",C19,Getting Needed Care,3.0,1.5,Part C
H9364 ,"WELLCARE OF MAINE, INC. ",C19,Getting Needed Care,2.0,1.5,Part C
H9460 ,"CIGNA HEALTHCARE OF ST LOUIS, INC. ",C19,Getting Needed Care,4.0,1.5,Part C
H9615 ,"MVP HEALTH PLAN, INC. ",C19,Getting Needed Care,4.0,1.5,Part C
H9630 ,"ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC ",C19,Getting Needed Care,4.0,1.5,Part C
H9686 ,"ALIGNMENT HEALTH PLAN OF NEVADA, INC. ",C19,Getting Needed Care,1.0,1.5,Part C
H9730 ,"WELLCARE HEALTH INSURANCE COMPANY OF KENTUCKY, INC ",C19,Getting Needed Care,4.0,1.5,Part C
H9952 ,MEDICA HEALTH PLANS ,C19,Getting Needed Care,2.0,1.5,Part C
R1390 ,HUMANA INSURANCE COMPANY ,C19,Getting Needed Care,3.0,1.5,Part C
R5329 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C19,Getting Needed Care,3.0,1.5,Part C
R5342 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C19,Getting Needed Care,3.0,1.5,Part C
R5826 ,HUMANA INSURANCE COMPANY ,C19,Getting Needed Care,4.0,1.5,Part C
R5941 ,"ANTHEM INSURANCE COMPANIES, INC. ",C19,Getting Needed Care,5.0,1.5,Part C
R6801 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C19,Getting Needed Care,5.0,1.5,Part C
R7315 ,HUMANA INSURANCE COMPANY ,C19,Getting Needed Care,5.0,1.5,Part C
R7444 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C19,Getting Needed Care,4.0,1.5,Part C
H0107 ,HEALTH CARE SERVICE CORPORATION ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H0712 ,"WELLCARE OF CONNECTICUT, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H0294 ,UNITEDHEALTHCARE INSURANCE COMPANY ,C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H0321 ,"ARIZONA PHYSICIANS IPA, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H0422 ,"UCARE HEALTH, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H0423 ,"METROPLUS HEALTH PLAN, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H0473 ,HUMANA INSURANCE COMPANY OF KENTUCKY ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H0504 ,CALIFORNIA PHYSICIANS' SERVICE ,C20,Getting Appointments and Care Quickly,1.0,1.5,Part C
H0543 ,UHC OF CALIFORNIA ,C20,Getting Appointments and Care Quickly,1.0,1.5,Part C
H0755 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H0885 ,HEALTHIER NEW JERSEY INSURANCE COMPANY ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H0907 ,"AMERIGROUP IOWA, INC. ",C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H0913 ,"WELLCARE HEALTH PLANS OF NEW JERSEY, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H1016 ,"AVMED, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H1032 ,"Sunshine State Health Plan, Inc. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H1112 ,"WELLCARE OF GEORGIA, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H1170 ,"KAISER FOUNDATION HP OF GA, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H1969 ,"REGENCE BLUESHIELD OF IDAHO, INC. ",C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H1189 ,CHRISTUS HEALTH PLAN ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H1278 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H2172 ,KAISER FDTN HLTH PLAN OF THE MID-ATLANTIC STATES ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H1304 ,"REGENCE BLUESHIELD OF IDAHO, INC. ",C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H1360 ,"UnitedHealthcare Benefits of Texas, Inc. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H1607 ,"ANTHEM INSURANCE COMPANIES, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H2458 ,MEDICA HEALTH PLANS ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H2582 ,ROCKY MOUNTAIN HEALTH MAINTENANCE ORGANIZATION INC ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H1799 ,"MOLINA HEALTHCARE OF KENTUCKY, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H1944 ,"UNITEDHEALTHCARE OF WISCONSIN, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H1947 ,"COMMUNITY CARE HEALTH PLAN OF LOUISIANA, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H2168 ,VILLAGE SENIOR SERVICES CORPORATION ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H2224 ,"SENIOR WHOLE HEALTH, LLC ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H2230 ,"BCBS  OF MASSACHUSETTS HMO BLUE, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H2237 ,INDEPENDENT CARE HEALTH PLAN ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H2261 ,"BCBS  OF MASSACHUSETTS HMO BLUE, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H2422 ,"HEALTHPARTNERS, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H2486 ,"HUMANA MEDICAL PLAN OF UTAH, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H2577 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H2737 ,"HEALTH NEW ENGLAND, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H2765 ,"SUMMIT HEALTH PLAN, INC. ",C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H2944 ,HUMANA INSURANCE COMPANY ,C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H2960 ,"HOMETOWN HEALTH PLAN, INC. ",C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H3113 ,"OXFORD HEALTH PLANS (NJ), INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H3152 ,AETNA HEALTH INC. (NJ) ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H3192 ,AETNA HEALTH OF MICHIGAN INC. ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H3288 ,AETNA HEALTH AND LIFE INSURANCE COMPANY ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H3312 ,AETNA HEALTH INC. (NY) ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H3347 ,"ELDERPLAN, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H3387 ,"UNITEDHEALTHCARE OF NEW YORK, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H3443 ,"ALIGNMENT HEALTH PLAN OF ARIZONA, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H3447 ,"HEALTHKEEPERS, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H3528 ,"CONNECTICARE, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H3536 ,"MATTHEW THORNTON HEALTH PLAN, INC. ",C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H3554 ,USABLE PPO INSURANCE COMPANY ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H3655 ,COMMUNITY INSURANCE COMPANY ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H3748 ,"AETNA BETTER HEALTH OF WASHINGTON, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H3749 ,"UNITEDHEALTHCARE OF WISCONSIN, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H3810 ,"ALLCARE HEALTH PLAN, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H3817 ,REGENCE BLUECROSS BLUESHIELD OF OREGON ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H3864 ,PACIFICSOURCE COMMUNITY HEALTH PLANS ,C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H3949 ,"BRAVO HEALTH PENNSYLVANIA, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H3975 ,"WELLCARE HEALTH INSURANCE COMPANY OF KENTUCKY, INC ",C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H4140 ,"DOCTORS HEALTHCARE PLANS, INC. ",C20,Getting Appointments and Care Quickly,1.0,1.5,Part C
H4213 ,USABLE MUTUAL INSURANCE COMPANY ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H4227 ,"VISTA HEALTH PLAN, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H5140 ,"BLUE CROSS AND BLUE SHIELD ARIZONA, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H5141 ,CLOVER INSURANCE COMPANY ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H4754 ,PACIFICSOURCE COMMUNITY HEALTH PLANS ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H4931 ,BANNER - UNIVERSITY CARE ADVANTAGE ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H4937 ,CALIFORNIA PHYSICIANS' SERVICE ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H5008 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H5050 ,KAISER FOUNDATION HEALTH PLAN OF WASHINGTON ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H5398 ,CENTENE VENTURE COMPANY KANSAS ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H5422 ,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H5434 ,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H5496 ,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC. ",C20,Getting Appointments and Care Quickly,1.0,1.5,Part C
H5549 ,VNS CHOICE ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H5580 ,MERCY CARE ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H5587 ,"HEALTH CHOICE ARIZONA, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H5608 ,"DENVER HEALTH MEDICAL PLAN, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H5649 ,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC. ",C20,Getting Appointments and Care Quickly,1.0,1.5,Part C
H5826 ,COMMUNITY HEALTH PLAN OF WASHINGTON ,C20,Getting Appointments and Care Quickly,1.0,1.5,Part C
H5828 ,"AMERIGROUP TENNESSEE, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H5843 ,"BANNER HEALTH PLAN, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H5859 ,"HEALTH PLAN OF CAREOREGON, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H5928 ,California Physicians' Service ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H5937 ,UCARE MINNESOTA ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H5945 ,PROMINENCE HEALTHFIRST ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H5970 ,HUMANA INSURANCE COMPANY OF NEW YORK ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H5989 ,"HEALTHFIRST HEALTH PLAN, INC. ",C20,Getting Appointments and Care Quickly,1.0,1.5,Part C
H6158 ,"USABLE HMO, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H6237 ,REGENCE BLUECROSS BLUESHIELD OF OREGON ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H6328 ,"CARE N' CARE INSURANCE COMPANY, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H7245 ,PREMERA BLUE CROSS ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H6750 ,"HARVARD PILGRIM HEALTH CARE OF NEW ENGLAND, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H6898 ,"VERMONT BLUE ADVANTAGE, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H6910 ,"MOUNT CARMEL HEALTH PLAN OF IDAHO, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H7123 ,"UPMC HEALTH COVERAGE, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H7151 ,"DEVOTED HEALTH PLAN OF ILLINOIS, INC. ",C20,Getting Appointments and Care Quickly,1.0,1.5,Part C
H7326 ,"WELLCARE OF SOUTH CAROLINA, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H7379 ,"CAREFIRST ADVANTAGE PPO, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H7404 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H7464 ,"UNITEDHEALTHCARE OF THE MID-ATLANTIC, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H7621 ,"HUMANA HEALTH PLAN OF CALIFORNIA, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
R3332 ,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H7925 ,"CENTENE VENTURE COMPANY INDIANA, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
R3444 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
R4182 ,HUMANA INSURANCE COMPANY ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H8133 ,GHS INSURANCE COMPANY ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H8176 ,"MOLINA HEALTHCARE OF SOUTH CAROLINA,INC ",C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H8189 ,MANAGED HEALTH SERVICES INSURANCE CORP. ,C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H8211 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H8298 ,"HORIZON HEALTHCARE OF NEW JERSEY, INC. ",C20,Getting Appointments and Care Quickly,1.0,1.5,Part C
H8554 ,GHS INSURANCE COMPANY ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H8578 ,"HEALTH NEW ENGLAND, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H8649 ,AETNA HEALTH OF UTAH INC ,C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H8764 ,ASPIRE HEALTH PLAN ,C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H8908 ,"HUMANA MEDICAL PLAN OF MICHIGAN, INC. ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H8854 ,"CareFirst Advantage DSNP, Inc. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H9003 ,KAISER FOUNDATION HP OF THE N W ,C20,Getting Appointments and Care Quickly,1.0,1.5,Part C
H9047 ,PROVIDENCE HEALTH ASSURANCE ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H9065 ,"AMH HEALTH, LLC ",C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
H9207 ,"HEALTH PARTNERS PLANS, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H9219 ,"AMH HEALTH PLANS OF MAINE, INC. ",C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H9364 ,"WELLCARE OF MAINE, INC. ",C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H9460 ,"CIGNA HEALTHCARE OF ST LOUIS, INC. ",C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H9615 ,"MVP HEALTH PLAN, INC. ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H9630 ,"ARKANSAS HEALTH AND WELLNESS HEALTH PLAN, INC ",C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
H9686 ,"ALIGNMENT HEALTH PLAN OF NEVADA, INC. ",C20,Getting Appointments and Care Quickly,2.0,1.5,Part C
H9730 ,"WELLCARE HEALTH INSURANCE COMPANY OF KENTUCKY, INC ",C20,Getting Appointments and Care Quickly,5.0,1.5,Part C
H9952 ,MEDICA HEALTH PLANS ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
R1390 ,HUMANA INSURANCE COMPANY ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
R5329 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C20,Getting Appointments and Care Quickly,4.0,1.5,Part C
R5342 ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
R5826 ,HUMANA INSURANCE COMPANY ,C20,Getting Appointments and Care Quickly,3.0,1.5,Part C
